               ASSET	 TYPE	 PROD	              distVE	                SSVE	                 TVE
   0.000000000000000	    0	    0	   0.000000000000000	   0.000000000000000	   0.000000000000000
   0.000000000000000	    1	    0	   0.000000000000000	   0.000000000000000	   0.000000000000000
   0.028895878633786	    0	    0	   0.000000079356878	   0.001668802591080	  -0.001226094709047
   0.028895878633786	    1	    0	   0.000000215222157	   0.001737884488040	  -0.001276405498003
   0.058626729069591	    0	    0	   0.000000385101126	   0.001788985254652	  -0.001313618992184
   0.058626729069591	    1	    0	   0.000001433595580	   0.001845631598506	  -0.001354868953790
   0.089216678551268	    0	    0	   0.000000596959325	   0.001853323840274	  -0.001360470292430
   0.089216678551268	    1	    0	   0.000002402824570	   0.001903050123651	  -0.001396679041153
   0.120690551500581	    0	    0	   0.000000438092978	   0.001896284438354	  -0.001391752628473
   0.120690551500581	    1	    0	   0.000001655801485	   0.001941320111950	  -0.001424544640886
   0.153073889662773	    0	    0	   0.000000593841061	   0.001928107640696	  -0.001414924329014
   0.153073889662773	    1	    0	   0.000002339197746	   0.002079567652258	  -0.001410974715787
   0.186392972834257	    0	    0	   0.000000679366720	   0.001953168968402	  -0.001433171973944
   0.186392972834257	    1	    0	   0.000002644489830	   0.002106977817027	  -0.001429333816741
   0.220674840189252	    0	    0	   0.000000537150945	   0.002010657241615	  -0.001413649106329
   0.220674840189252	    1	    0	   0.000001859706105	   0.002073257048141	  -0.001412695597445
   0.255947312222677	    0	    0	   0.000000583691578	   0.002031151651634	  -0.001427889536803
   0.255947312222677	    1	    0	   0.000002020937857	   0.002044584293459	  -0.001404479012192
   0.292239013327094	    0	    0	   0.000000737003965	   0.001994287440929	  -0.001408460179478
   0.292239013327094	    1	    0	   0.000002416604393	   0.002044880451799	  -0.001406800923910
   0.329579395022038	    0	    0	   0.000000812043021	   0.002010845046445	  -0.001419991365249
   0.329579395022038	    1	    0	   0.000002714374755	   0.002012672670951	  -0.001377039040142
   0.367998759854577	    0	    0	   0.000000648913628	   0.001967760456150	  -0.001403008219286
   0.367998759854577	    1	    0	   0.000001990856764	   0.001994651595910	  -0.001364707219606
   0.407528285990505	    0	    0	   0.000000690299779	   0.001960026177962	  -0.001394956658059
   0.407528285990505	    1	    0	   0.000002062378453	   0.001964057043160	  -0.001348679619954
   0.448200052516108	    0	    0	   0.000000847119165	   0.001949271168142	  -0.001387629360805
   0.448200052516108	    1	    0	   0.000002375479274	   0.001912101858619	  -0.001308466424357
   0.490047065471057	    0	    0	   0.000000863935204	   0.001923498882091	  -0.001377050938184
   0.490047065471057	    1	    0	   0.000002378866170	   0.001913032930517	  -0.001311040125054
   0.533103284633538	    0	    0	   0.000001473912391	   0.001880902727441	  -0.001357873123296
   0.533103284633538	    1	    0	   0.000002542725599	   0.001899678005846	  -0.001297959449352
   0.577403651079368	    0	    0	   0.000001618037678	   0.001861175166485	  -0.001343613096083
   0.577403651079368	    1	    0	   0.000002371888753	   0.001878534530796	  -0.001281520131390
   0.622984115537448	    0	    0	   0.000001975391246	   0.001711738747640	  -0.001199944997781
   0.622984115537448	    1	    0	   0.000003318196090	   0.001851422805631	  -0.001263496752376
   0.669881667564581	    0	    0	   0.000002655723355	   0.001821679713333	  -0.001314273746270
   0.669881667564581	    1	    0	   0.000005342009128	   0.001822753011717	  -0.001244234915056
   0.718134365563312	    0	    0	   0.000002705323666	   0.001804556123173	  -0.001302064836094
   0.718134365563312	    1	    0	   0.000004920940103	   0.001800414249132	  -0.001227107997391
   0.767781367667167	    0	    0	   0.000002639188864	   0.001776293561959	  -0.001284403503670
   0.767781367667167	    1	    0	   0.000003789181357	   0.001777991526010	  -0.001207573080049
   0.818862963518346	    0	    0	   0.000002825256220	   0.001752366971912	  -0.001270468372812
   0.818862963518346	    1	    0	   0.000015108630365	   0.001760570695539	  -0.001190659767639
   0.871420606963662	    0	    0	   0.000003915829085	   0.001728516087196	  -0.001257505517815
   0.871420606963662	    1	    0	   0.000042253311723	   0.001744902477002	  -0.001176118059374
   0.925496949695250	    0	    0	   0.000004004120571	   0.001705637721416	  -0.001244836379087
   0.925496949695250	    1	    0	   0.000040989083258	   0.001728497237605	  -0.001159038345542
   0.981135875863370	    0	    0	   0.000011585034421	   0.001683140467299	  -0.001232003448701
   0.981135875863370	    1	    0	   0.000085589281178	   0.001830993960259	  -0.001068743745902
   1.038382537689358	    0	    0	   0.000013590793464	   0.001659536369164	  -0.001215774060432
   1.038382537689358	    1	    0	   0.000085077764807	   0.001813684282724	  -0.001037920671053
   1.097283392107659	    0	    0	   0.000016945163610	   0.001627790124474	  -0.001191097748291
   1.097283392107659	    1	    0	   0.000132522589507	   0.001835203350379	  -0.000989677088239
   1.157886238466658	    0	    0	   0.000019198168951	   0.001614046194635	  -0.001184413629739
   1.157886238466658	    1	    0	   0.000135249947166	   0.001822821681777	  -0.000948941174694
   1.220240257318908	    0	    0	   0.000020832038635	   0.001592973824120	  -0.001170130203604
   1.220240257318908	    1	    0	   0.000141488933533	   0.001802124069320	  -0.000921373568433
   1.284396050332241	    0	    0	   0.000022647789210	   0.001572469489718	  -0.001156019678874
   1.284396050332241	    1	    0	   0.000156090386387	   0.001775452590287	  -0.000899215329900
   1.350405681354142	    0	    0	   0.000023664926123	   0.001545716084081	  -0.001137710960748
   1.350405681354142	    1	    0	   0.000167269749451	   0.001746967859261	  -0.000881877500160
   1.418322718662713	    0	    0	   0.000024744664658	   0.001523485263745	  -0.001122860381073
   1.418322718662713	    1	    0	   0.000175950386438	   0.001719191006515	  -0.000867558193366
   1.488202278438519	    0	    0	   0.000024716778499	   0.001505511979837	  -0.001110952514267
   1.488202278438519	    1	    0	   0.000176898481013	   0.001693808534567	  -0.000855211679902
   1.560101069492589	    0	    0	   0.000025016764975	   0.001485691027811	  -0.001096378145397
   1.560101069492589	    1	    0	   0.000178875827797	   0.001670670779163	  -0.000843689909922
   1.634077439286873	    0	    0	   0.000025258248188	   0.001465062780934	  -0.001081382525497
   1.634077439286873	    1	    0	   0.000180386709332	   0.001648186859018	  -0.000832103599756
